1 9297.58 0
2 9321.06 0
3 9308.47 0
4 9210.67 0
5 9325.71 0
6 9412.08 0
7 9575.73 0
8 9432.15 0
9 9524.32 0
10 9303.76 0
11 9393.77 0
12 9375.7 0
13 9024.79 0
14 9460.23 0
15 9318.4 0
16 9525.78 0
17 9131.16 0
18 9304.77 0
19 9382.25 0
20 8892.44 0
21 9288.91 0
22 9303.71 0
23 9383.26 0
24 9431.33 0
25 9454.46 0
26 9576.11 0
27 9453.57 0
28 9310.22 0
29 9522.49 0
30 9374.76 0
31 9214.43 0
32 9315.42 0
33 9211.03 0
34 9389.24 0
35 9296.99 0
36 9268.24 0
37 9347.15 0
38 9353.83 0
39 9318.28 0
40 9431.61 0
41 9301.67 0
42 9238.18 0
43 9164.01 0
44 9508.31 0
45 9398.97 0
46 9311.39 0
47 9349.72 0
48 9079.99 0
49 9455.17 0
50 9451.11 0
51 9525.6 0
52 9496.46 0
53 9053.6 0
54 9256.79 0
55 9156.08 0
56 9603.57 0
57 9075.54 0
58 9128.57 0
59 9505.8 0
60 9196 0
61 9037.13 0
62 9177.53 0
63 9528.55 0
64 9381.94 0
65 9208.08 0
66 9117.84 0
67 9230.43 0
68 9174.15 0
69 9130.61 0
70 9194.6 0
71 9426.15 0
72 9218.19 0
73 9199.03 0
74 9491.43 0
75 9228.46 0
76 9167.05 0
77 9328.52 0
78 9446.81 0
79 8842.63 0
80 9507.65 0
81 9198.71 0
82 9383.3 0
83 9484.27 0
84 9437.25 0
85 9285.06 0
86 9250.23 0
87 9291.21 0
88 9375.64 0
89 9255.74 0
90 9257.99 0
91 9279.31 0
92 9093.39 0
93 8813.08 0
94 9377.98 0
95 9298.04 0
96 9351.35 0
97 9510.37 0
98 9422.49 0
99 9296.74 0
100 9286.24 0
