1  21  4  7  32  26  18  2  24  14  23  9  25  6  8  27  20  31  3  16  29  34  11  33  30  28  19  5  10  12  17  13  22  15  lenght : 17.3043
1  11  10  20  12  18  2  8  3  6  24  14  9  32  7  16  30  28  26  15  13  27  4  22  21  34  19  25  5  33  29  23  31  17  lenght : 16.5376
1  29  10  33  32  30  27  9  24  2  25  26  21  6  11  28  16  4  18  19  20  34  12  22  3  15  7  14  31  23  5  8  13  17  lenght : 19.0963
1  28  5  13  29  16  33  31  3  4  11  30  22  26  20  8  10  6  9  2  18  12  34  27  24  32  25  17  21  15  7  23  14  19  lenght : 18.2927
1  31  13  6  27  11  28  20  24  21  25  19  2  22  9  23  18  17  4  32  12  34  26  30  29  5  33  7  8  16  15  14  10  3  lenght : 16.562
1  19  11  20  14  25  6  7  2  17  3  10  4  16  13  24  23  26  28  5  27  33  8  18  29  15  12  9  21  22  31  30  34  32  lenght : 18.3143
1  8  4  2  21  18  28  3  16  34  19  10  30  15  32  7  31  29  22  25  12  27  11  17  24  9  13  20  26  14  23  5  33  6  lenght : 20.0633
1  6  25  18  20  15  24  17  27  12  4  2  13  9  19  14  16  21  5  34  29  31  26  7  10  28  22  23  3  32  30  33  11  8  lenght : 18.2441
1  13  20  10  12  23  33  25  34  3  27  19  14  15  6  7  30  11  5  26  31  24  22  17  29  32  18  4  9  2  28  16  8  21  lenght : 19.3167
1  3  33  29  22  27  9  11  10  31  20  5  13  7  15  28  32  4  26  19  30  12  34  16  24  6  23  21  25  17  14  2  18  8  lenght : 17.3672
1  33  18  14  11  25  16  29  23  17  32  20  15  4  22  24  34  30  12  31  5  27  3  21  9  2  19  8  13  7  6  28  10  26  lenght : 17.012
1  13  15  34  33  8  26  30  6  7  4  32  22  27  19  2  14  23  17  24  11  16  3  31  12  21  29  28  18  25  9  5  10  20  lenght : 16.8373
1  4  7  18  21  6  5  16  3  32  15  28  12  13  26  31  24  11  8  29  20  22  10  33  34  9  17  23  25  14  27  2  30  19  lenght : 18.3306
1  18  22  11  6  5  25  7  16  32  33  19  30  24  4  17  10  23  21  26  15  2  29  28  13  14  27  9  20  3  12  8  34  31  lenght : 16.8374
1  19  25  32  9  8  12  15  28  22  7  5  26  20  16  18  14  30  29  33  27  17  24  6  34  4  21  13  11  10  23  31  2  3  lenght : 18.2384
1  21  23  10  11  6  3  7  22  30  32  15  5  33  12  13  9  2  20  4  19  34  28  25  8  14  31  27  16  17  26  18  29  24  lenght : 17.5042
1  20  13  24  22  4  23  15  18  5  2  17  29  26  7  31  33  8  34  3  21  10  16  9  19  11  30  14  27  25  12  32  28  6  lenght : 19.0085
1  26  28  11  24  13  22  8  34  7  23  6  19  25  10  3  17  16  12  32  29  2  15  18  31  21  20  4  9  14  27  33  5  30  lenght : 15.5758
1  33  26  25  19  12  23  2  15  20  17  16  32  5  4  13  29  10  24  14  21  31  22  6  27  28  11  8  18  34  7  30  9  3  lenght : 17.0489
1  23  29  4  20  12  22  24  26  21  34  3  28  33  30  16  2  19  10  7  9  32  8  25  17  27  15  5  6  13  18  31  14  11  lenght : 18.7002
1  7  5  23  16  2  18  21  24  3  30  8  15  31  33  13  12  6  10  22  32  9  19  14  28  4  11  25  20  17  26  27  34  29  lenght : 22.3682
1  28  23  4  25  24  32  21  5  17  33  16  10  31  27  18  20  9  7  2  14  34  11  13  22  29  30  19  15  12  3  26  8  6  lenght : 18.8312
1  23  17  33  26  8  6  3  4  25  15  12  2  20  21  32  29  16  18  34  14  28  5  30  22  27  7  9  10  19  13  11  24  31  lenght : 16.777
1  25  8  13  31  24  20  4  33  22  16  27  29  9  21  15  34  26  30  17  7  23  28  14  6  19  18  5  3  10  12  32  11  2  lenght : 18.6187
1  9  34  32  16  24  19  23  15  6  28  21  31  5  29  13  10  17  30  3  20  25  33  26  27  14  7  11  18  2  8  12  22  4  lenght : 19.6573
1  3  18  25  22  23  30  21  14  20  9  27  4  7  16  31  24  33  11  26  34  6  13  29  12  28  15  2  17  8  10  5  32  19  lenght : 18.8434
1  14  11  33  3  19  7  6  31  16  21  30  12  27  9  25  8  15  5  28  10  23  22  24  18  32  13  34  2  29  20  26  17  4  lenght : 20.3211
1  19  32  31  10  34  14  4  28  20  7  25  27  17  29  8  6  26  12  18  13  15  21  3  16  30  23  33  22  2  24  11  5  9  lenght : 16.5592
1  5  15  14  32  4  18  33  13  31  24  8  27  11  12  26  28  22  6  19  21  34  10  2  3  25  16  23  17  20  9  30  7  29  lenght : 19.2063
1  26  34  3  8  9  33  25  24  19  30  21  22  15  20  17  2  4  11  18  7  23  6  13  31  5  29  28  12  27  10  14  16  32  lenght : 17.4182
1  6  10  28  8  9  22  4  5  34  29  2  25  15  16  24  32  31  27  12  13  30  26  7  14  3  23  33  11  19  21  18  17  20  lenght : 20.7136
1  34  26  33  2  30  25  4  7  13  27  8  9  3  22  10  18  12  6  29  23  20  11  32  16  21  17  15  14  31  24  19  5  28  lenght : 17.1116
1  30  2  18  7  8  33  29  11  27  15  31  23  5  9  14  32  16  6  20  3  4  26  21  17  24  12  34  10  22  25  19  13  28  lenght : 19.0284
1  9  16  8  17  32  18  31  33  24  21  26  12  7  28  22  13  30  27  23  34  5  15  14  6  11  20  10  19  29  2  25  3  4  lenght : 20.0569
1  5  17  33  3  16  20  23  26  13  25  2  6  22  4  21  31  9  12  34  32  18  27  30  14  10  28  29  7  24  19  8  15  11  lenght : 18.4108
1  22  27  15  33  30  19  26  12  31  20  25  4  7  11  6  32  29  14  28  18  5  21  3  10  17  2  24  13  23  8  16  34  9  lenght : 19.5462
1  22  15  26  19  7  29  30  3  31  20  34  2  10  27  4  32  13  11  14  9  24  33  23  6  18  28  5  17  8  21  16  25  12  lenght : 18.6268
1  15  27  29  21  19  2  26  6  23  12  33  31  4  20  3  9  30  24  5  17  34  18  28  13  10  16  25  14  22  32  7  8  11  lenght : 16.6933
1  23  3  5  4  15  18  8  14  10  33  34  17  27  7  24  31  11  22  26  19  2  9  12  29  16  30  25  28  20  32  13  21  6  lenght : 20.7745
1  14  31  32  34  12  30  17  8  29  11  16  2  28  7  10  20  24  26  15  6  4  19  21  23  25  18  13  33  27  3  9  22  5  lenght : 20.4334
1  16  23  15  22  2  6  21  8  24  32  3  10  18  34  29  9  7  14  13  12  30  33  17  25  31  4  26  20  27  11  19  28  5  lenght : 19.4214
1  21  22  17  34  7  14  9  12  2  20  11  4  31  13  27  19  25  26  24  32  3  8  6  29  16  18  10  5  30  28  15  33  23  lenght : 18.5441
1  25  2  4  17  10  3  24  7  13  18  9  28  12  34  16  30  33  27  29  22  15  20  5  11  23  31  14  21  26  8  19  32  6  lenght : 18.9808
1  10  14  34  26  7  9  27  16  18  25  15  4  31  23  32  8  5  6  20  22  3  12  21  19  33  29  30  2  28  17  24  11  13  lenght : 17.6678
1  28  9  2  25  34  5  15  21  24  6  23  18  31  11  17  13  27  26  22  8  19  32  12  30  29  7  16  33  14  20  10  4  3  lenght : 20.6325
1  5  3  7  29  20  10  21  19  14  24  22  9  18  8  34  32  15  17  23  28  30  2  33  26  31  25  12  11  4  27  13  16  6  lenght : 20.5987
1  28  7  8  27  4  34  33  29  30  32  16  23  22  2  11  17  13  15  9  6  25  26  24  31  10  19  5  18  14  3  20  21  12  lenght : 17.8383
1  30  10  11  6  34  8  9  4  29  20  5  22  3  16  28  12  25  14  15  21  24  13  26  23  19  2  31  18  27  32  7  17  33  lenght : 19.0317
1  26  30  32  24  5  34  2  8  12  17  13  3  14  10  7  33  27  21  19  6  25  23  18  22  31  29  11  9  20  15  16  28  4  lenght : 18.4493
1  26  17  3  25  13  8  7  12  20  6  18  32  10  11  29  22  21  28  33  34  30  16  24  23  5  27  4  31  14  19  9  15  2  lenght : 18.9767
1  22  27  15  21  6  23  16  26  10  28  12  19  2  11  31  17  30  34  13  9  24  33  29  18  5  20  4  14  25  32  8  7  3  lenght : 21.0845
1  7  17  13  9  6  11  16  18  28  27  4  10  15  24  23  19  5  2  34  30  33  25  21  14  31  12  22  26  8  29  20  32  3  lenght : 17.6945
1  4  30  8  20  16  28  2  12  19  33  5  22  6  15  32  3  23  34  17  7  9  10  31  26  29  14  21  11  13  24  25  18  27  lenght : 20.1824
1  17  18  4  28  22  10  33  12  25  26  14  30  3  34  32  8  2  15  27  20  11  13  7  16  6  5  19  24  31  9  21  29  23  lenght : 21.9613
1  9  30  28  3  25  31  11  7  12  33  19  34  13  5  6  15  26  20  27  2  24  16  22  18  14  29  8  4  23  32  10  21  17  lenght : 19.6817
1  11  3  14  24  2  31  28  5  23  16  19  29  27  25  32  26  34  7  21  22  15  8  6  12  13  33  30  17  20  10  9  4  18  lenght : 16.3549
1  20  15  13  8  5  31  28  21  12  11  22  16  10  27  25  4  34  24  23  2  32  3  29  6  7  26  9  14  33  30  17  18  19  lenght : 19.8353
1  10  23  16  32  17  27  5  19  22  2  33  24  15  13  7  11  31  26  20  4  30  8  14  12  6  25  21  9  3  34  28  29  18  lenght : 17.0325
1  8  23  21  34  16  6  29  18  3  14  13  2  20  22  25  11  24  17  5  32  4  7  27  31  9  30  26  33  10  28  15  12  19  lenght : 18.4645
1  32  29  21  2  8  23  25  18  5  19  9  30  27  13  33  6  28  3  4  10  20  12  16  7  15  24  17  26  22  14  11  31  34  lenght : 19.3081
1  28  7  25  26  27  14  5  33  12  16  21  6  18  32  23  20  34  29  9  4  8  22  10  30  11  13  2  31  3  19  15  24  17  lenght : 21.5069
1  3  10  24  8  32  13  23  14  15  4  19  30  17  33  2  11  29  6  26  31  9  28  25  22  7  27  21  12  20  5  34  16  18  lenght : 17.6601
1  34  19  11  4  7  22  9  12  17  15  6  18  14  5  13  27  25  33  10  31  32  28  20  21  30  3  24  26  8  2  23  29  16  lenght : 17.8735
1  24  9  23  31  29  12  17  7  19  15  27  16  18  8  4  11  26  21  5  28  6  32  34  22  33  30  3  20  2  10  13  25  14  lenght : 19.1839
1  4  13  2  6  15  18  23  3  31  20  8  11  26  25  7  30  12  21  28  22  19  34  9  24  32  14  17  29  27  5  16  33  10  lenght : 17.1935
1  27  31  9  19  3  32  10  23  29  6  18  5  24  25  15  4  33  17  20  2  30  13  11  8  7  34  16  26  22  21  14  12  28  lenght : 20.1491
1  12  5  26  9  21  24  32  19  25  14  22  23  27  15  33  7  13  29  34  31  11  30  10  28  2  6  16  3  17  8  20  4  18  lenght : 18.1181
1  32  20  13  2  23  4  16  26  12  14  33  24  3  6  25  21  10  31  8  15  9  11  22  34  7  30  17  27  5  18  28  29  19  lenght : 16.068
1  16  6  27  9  24  17  30  10  19  31  8  29  22  4  7  34  13  21  2  25  12  28  15  18  20  23  3  26  11  14  33  32  5  lenght : 18.1154
1  19  33  2  24  26  10  28  12  16  14  4  34  29  20  11  21  8  23  25  6  3  32  9  31  17  18  7  13  5  27  30  22  15  lenght : 18.0952
1  29  3  25  33  23  5  10  22  31  13  11  16  7  15  2  27  26  18  12  34  14  4  6  21  24  20  19  8  28  9  17  32  30  lenght : 18.9267
1  26  13  34  15  27  12  23  28  33  11  32  20  31  24  10  22  9  17  29  2  3  8  25  7  6  21  5  16  4  14  30  19  18  lenght : 19.3896
1  2  31  13  29  11  17  23  24  22  27  7  34  10  15  25  12  32  18  19  6  9  14  20  8  3  26  33  5  16  28  4  30  21  lenght : 20.1147
1  27  9  33  28  15  32  11  31  5  26  8  17  22  10  34  4  6  14  24  25  29  23  21  12  2  13  30  3  19  16  7  20  18  lenght : 19.4411
1  31  21  22  23  11  7  20  34  15  12  18  24  33  4  16  27  3  17  26  30  28  9  14  32  5  13  2  8  25  19  29  10  6  lenght : 16.263
1  28  12  23  24  8  6  34  29  20  18  13  10  5  21  11  26  25  30  17  33  3  19  14  7  16  27  22  2  31  4  9  15  32  lenght : 19.7244
1  20  10  14  30  7  2  13  24  28  11  18  17  5  34  32  29  31  19  16  3  4  8  22  27  25  23  33  9  21  26  12  15  6  lenght : 17.9897
1  28  10  25  15  2  17  34  14  6  16  24  33  22  9  21  27  4  31  8  30  20  13  11  29  18  3  23  26  7  5  19  32  12  lenght : 19.421
1  28  11  29  3  8  18  34  16  27  10  19  12  4  32  31  5  33  24  20  22  30  15  23  26  14  13  21  6  17  9  25  7  2  lenght : 18.2557
1  32  2  25  16  30  6  22  14  10  19  26  9  8  11  4  18  27  28  23  29  13  5  33  17  20  3  34  21  7  31  15  24  12  lenght : 18.0796
1  23  8  24  32  30  13  18  4  15  33  17  2  12  11  28  5  19  9  26  20  3  10  7  31  34  21  27  25  14  22  16  29  6  lenght : 17.1263
1  34  4  23  19  18  22  30  21  12  17  9  13  11  6  3  16  8  32  2  7  28  29  26  14  33  24  27  25  20  15  5  10  31  lenght : 16.7567
1  2  14  3  16  20  9  28  11  8  15  5  24  31  12  26  32  27  6  25  34  29  4  22  33  23  19  21  30  10  13  18  17  7  lenght : 17.2482
1  26  21  28  32  15  29  23  18  12  4  3  22  2  16  19  17  24  10  5  34  8  9  11  30  14  20  25  6  27  33  31  7  13  lenght : 18.6204
1  18  3  13  28  5  31  26  4  24  25  34  22  30  15  9  10  16  21  8  23  6  33  27  32  2  17  11  29  20  7  14  19  12  lenght : 17.8853
1  3  5  9  32  30  31  33  12  18  27  22  17  7  25  24  11  13  14  26  10  34  23  6  20  21  15  4  8  16  29  2  19  28  lenght : 18.2339
