100		0.456646		0
200		0.549323		1.31003
300		0.422115		0.753262
400		0.555964		0.576108
500		0.494492		0.4854
600		0.479229		0.423216
700		0.510679		0.380521
800		0.490414		0.34868
900		0.557589		0.324888
1000		0.547491		0.306584
1100		0.48501		0.289703
1200		0.534923		0.27518
1300		0.503797		0.262868
1400		0.51278		0.251806
1500		0.481731		0.241768
1600		0.555651		0.233277
1700		0.514478		0.225923
1800		0.484501		0.218621
1900		0.509257		0.211957
2000		0.462306		0.205684
2100		0.484008		0.1998
2200		0.486928		0.194525
2300		0.484959		0.189649
2400		0.512356		0.185256
2500		0.530694		0.181374
2600		0.512104		0.177728
2700		0.53094		0.174291
2800		0.5162		0.171066
2900		0.523487		0.167983
3000		0.505871		0.165023
3100		0.482777		0.162069
3200		0.47766		0.159175
3300		0.548863		0.156639
3400		0.451411		0.154137
3500		0.485628		0.15158
3600		0.49416		0.149257
3700		0.542239		0.147186
3800		0.494671		0.145204
3900		0.502061		0.143199
4000		0.470992		0.141216
4100		0.508311		0.139333
4200		0.506052		0.137597
4300		0.505988		0.135919
4400		0.474018		0.134233
4500		0.49468		0.13259
4600		0.492725		0.13104
4700		0.487078		0.129528
4800		0.495203		0.128073
4900		0.513143		0.12671
5000		0.485962		0.125374
5100		0.510024		0.124075
5200		0.475333		0.122797
5300		0.523029		0.12158
5400		0.467855		0.120384
5500		0.483036		0.119168
5600		0.488321		0.118016
5700		0.530949		0.116961
5800		0.471785		0.115913
5900		0.479938		0.114826
6000		0.511448		0.11382
6100		0.441333		0.112786
6200		0.551037		0.111835
6300		0.500251		0.110977
6400		0.51593		0.110096
6500		0.52214		0.10926
6600		0.499915		0.108425
6700		0.561616		0.107648
6800		0.492184		0.106886
6900		0.530104		0.106104
7000		0.581747		0.105424
7100		0.518958		0.104756
7200		0.504167		0.104021
7300		0.519898		0.103301
7400		0.438149		0.102532
7500		0.504743		0.101773
7600		0.537156		0.101114
7700		0.461589		0.10043
7800		0.543925		0.0997671
7900		0.534726		0.0991782
8000		0.513359		0.0985746
8100		0.56076		0.0979997
8200		0.531974		0.0974537
8300		0.483539		0.0968549
8400		0.499713		0.0962427
8500		0.455667		0.0956189
8600		0.502583		0.0950126
8700		0.494515		0.0944439
8800		0.462267		0.0938556
8900		0.485822		0.0932742
9000		0.521479		0.092743
9100		0.428118		0.0921782
9200		0.461501		0.0915899
9300		0.476362		0.0910421
9400		0.501018		0.0905291
9500		0.463345		0.0900151
9600		0.492972		0.0895065
9700		0.512576		0.0890357
9800		0.478882		0.0885635
9900		0.476484		0.0880774
10000		0.507658		0.0876166
